Subject Common Name,Subject Org Name,Country Name,Org Unit Name,Validity Period,Key Signature,Serial Number,SHA1,SHA2,Issuer Subject Common Name,Issuer Subject Org Name,Issuer Country,Issuer Org Unit Name
DigiCert Secure Site EV CN CA G3,DigiCert Inc,US,,2020-03-13 => 2030-03-13,RSA 2048 / sha256WithRSAEncryption,0143716828d47a3e7507457d593ed6d8,18176016B41268270CB34175D67422C421A0E9B5,139AC36BD85398BBBB4588687C20DC36827D03A5F42AADF87F02BECC4BE9BFC2,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
TrustAsia ECC OV TLS Pro CA G3,"TrustAsia Technologies, Inc.",CN,,2020-03-13 => 2030-03-13,EC 256 / sha256WithECEncryption,0f19accdf94cfd7ff21b423ba8556932,8E8237A81F61DC0C4280F4BE6998AAD288225D8A,756AAB900E3F5C762734B6461FC32A9DD341EA1D4A04283409233C39787A867E,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
Enterprise Premium Public CA,Mitsubishi Electric Information Network Corporation,JP,,2020-03-13 => 2030-03-13,RSA 2048 / sha256WithRSAEncryption,07413b2fb730bff302fc70ebe569634c,A9C2E853472AC6678C680BFEFCED8DA3BE8C251B,6D7B31B61ADB78EBC6A766296886209EA8E74F4600DAE47B78DA3F08BE79F4E5,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
DigiCert QV TLS ICA G1,"DigiCert, Inc.",US,,2020-03-16 => 2030-03-14,RSA 2048 / sha256WithRSAEncryption,71520e460e54aef322e39fac16c0e97a51bd9572,7D19306DBC4A2B23C25B2167125D902D2D852154,93E33AF7DA3030530D090C9C55762CADE7EAE943F834349D1057A90EB67F306B,QuoVadis Root CA 2 G3,QuoVadis Limited,BM,
DigiCert QV EV TLS ICA G1,"DigiCert, Inc.",US,,2020-03-16 => 2030-03-14,RSA 2048 / sha256WithRSAEncryption,65e9bcd53e791df22dffeb5ecc2bc7a5588d0883,35CC4920E2A7712C8074C631F8A13CD60800ABAF,6A7B2AA3414039A663D5D8BBAB8256A3979A84C332BF5E1EE8F6D0E0ADA84668,QuoVadis Root CA 2 G3,QuoVadis Limited,BM,
DigiCert Assured ID TLS CA G2,DigiCert Inc,US,,2020-03-25 => 2030-03-25,RSA 2048 / sha256WithRSAEncryption,014d39a772b5ffaa937527bd8931b324,BE5D0DB3765A519B864F09D089FABCE3F4AAC7B2,77CD51784A693D9482E7EA694E4053BCFD9DF65580FBCE14B2A7527C081803E1,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Telenor Norge B2B2 CA,Telenor Norge AS,NO,,2020-03-25 => 2030-03-25,RSA 2048 / sha256WithRSAEncryption,09ef6f0c62b7105b1140979bce4d4f54,3458BB12C62787E8AEF334E6B72776C75EE9B2F6,DDA4BE3F78C6D742B100146C26011B41752AEBB810C04588C3AF81F0D3451118,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Thomson Reuters Special Services CA - G2,Thomson Reuters Special Services LLC,US,,2020-03-25 => 2030-03-25,RSA 2048 / sha256WithRSAEncryption,09db172988cad93cd27434e034ca9e98,4474742D08AEC2114F505CD26AB38CDA88F2DF5B,B84D709820A8FEB41CE1872E237260B446F99BD3CC158F7738D9146B13FAE64E,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Enterprise Premium Public CA,Mitsubishi Electric Information Network Corporation,JP,,2020-04-29 => 2030-04-29,RSA 2048 / sha256WithRSAEncryption,01e0e484c5d8b84f634dfe10dcc6d020,1C66FA916A0D82417DC7487F1B7B2D6141F5614F,4A45559AD89684BB439FCD2CC4C5EC0F92EE0692CD6B9763957DE31A2F467CCA,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
STMicroelectronics Public User CA1,STMicroelectronics International N.V.,CH,,2020-04-29 => 2030-04-29,RSA 2048 / sha256WithRSAEncryption,08ea4baddbb6838435c3d34b28e96f86,223BFD72EFD1853392FF772CF877A9FA2801623C,CE15B88ECA32A371D0B51B3B04759055D6A8FF0C3D1A0D60488DF356DC050E55,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Telenor Norge AS Dealer G2 CA,Telenor Norge AS,NO,,2020-04-29 => 2030-04-29,RSA 2048 / sha256WithRSAEncryption,060cea4d35f5b4df57823b8b020f0cf8,4A1C9E2717A2EA69DA0D5CCBE150E4535E24A7A6,9C33CB6A76596752A0C7E51C72D480CE7876C772794EBEE5841FA07035E6E8E0,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Telenor Norge AS EDC CA G2,Telenor Norge AS,NO,,2020-04-29 => 2030-04-29,RSA 2048 / sha256WithRSAEncryption,067450f015df7a7f8dd94ffb26a2ed9c,FB1B098FF6C24EB0CA56D51F9312DA903F438C8F,56D58B26F45BF3878AF4397016A96AF486E9895F66C5F3B73175120B3B4E4A48,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Telenor Norge AS NF CA G2,Telenor Norge AS,NO,,2020-04-29 => 2030-04-29,RSA 2048 / sha256WithRSAEncryption,084706684449223709bb8b25ff13bd45,0B9A662B8F141038BD59C7E5B1CD4EC2CADB3837,5752C5FBDC03543F0CEC6CD294CD965D8D32C4EAA993D550F24491ECF9B73836,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Telenor Norge AS OTL CA G2,Telenor Norge AS,NO,,2020-04-29 => 2030-04-29,RSA 2048 / sha256WithRSAEncryption,084acfde0e0f9366a28dd3e54e6b5e69,D09D037C52B6EE562820D86AA1BACD1FA2F4A7EF,70340886D08FE1B093158F11A4CC2B2AD45A67F402632A040E9067C6E447E4FE,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Secure Site CA,DigiCert Inc,US,www.digicert.com,2018-05-17 => 2030-05-17,RSA 2048 / sha256WithRSAEncryption,05d1fc592e72dd1cd023cd1818daa71f,8DFB5E1BD7D7428E0AA8A8CD09367BF497CEFD2F,B26EB310F8FAF0EF5B0D0B71AA65EC050FA3ADE29134FB438AB6440288FA6E67,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
Enterprise Premium Public CA,Mitsubishi Electric Information Network Corporation,JP,,2020-06-09 => 2030-06-09,RSA 2048 / sha256WithRSAEncryption,01f3b30d42590a2d37803a695d0c6be5,75C647D057EC59EEF5A730C66D664CB0ECEF1E2E,DF025DCE2A36411BE5EB6590C161EFD2652EC2B3F70D5C651F90D023C46F3A00,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
GeoTrust ECC CN CA G3,DigiCert Inc,US,,2020-06-09 => 2030-06-09,EC 256 / sha256WithECEncryption,0f51883b5ebcda86f66a7cc87b9710c4,3DB57EEFE42258D539E1246D4E0BAC592AA268CB,52DDE89FDD6F610473F9314C7A8B1AC442F8AA833AA5D773006FDA758C9FF1EC,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
GeoTrust RSA CN CA G3,DigiCert Inc,US,,2020-06-09 => 2030-06-09,RSA 2048 / sha256WithRSAEncryption,05aaa4f2bbc102a60c268a26fd6e1e53,5A0FF7FAA281C344B05E1DEFF0ECDD72A434E1AA,8A023C08E4A1AACC925B34C5C7965A8D0527565AEA130ABB915E508CD33AFB45,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
NBN CO Limited Public Issuing CA - G3,NBN Co Limited,AU,,2020-06-09 => 2030-06-09,RSA 2048 / sha256WithRSAEncryption,04dbbd405543bc3feda0d444002a9ab2,BCEE09D6912FF26FB691867F16F0CA01968A2B3D,4708DD6D092D7FB5958F5B43501F6173FB9669EDB05AFD4BBCCDDD2D5068D8D0,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
DigiCert EV RSA CA G2,DigiCert Inc,US,,2020-07-02 => 2030-07-02,RSA 2048 / sha256WithRSAEncryption,01678f1fef882255d8b0a70e6b7bb220,090A16F9BA16001B2EC130F80523E5B5EB259158,9588EF74199E45ACEFCCCFC0C47010E9F2A37A1DD44C61A4E1C6B334DA5AF614,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
GeoTrust EV RSA CA G2,DigiCert Inc,US,,2020-07-02 => 2030-07-02,RSA 2048 / sha256WithRSAEncryption,0d601262c8a7721a6eab0361e5619580,687D4A4D47014F91217E4A062BBF9D238358943E,2D140F20B8A96E2B4D2F1CC5ACA5E5A1E7DC56A7491E510906960F38D2D21AEF,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
Legacy Technologies Intermediate,Legacy Technologies GmbH,DE,,2020-07-02 => 2030-07-02,RSA 2048 / sha256WithRSAEncryption,0b7213a9f6e388f2bf6022dd73639ed0,BA280A2A704D892316AD8FE500293FA1671F1BC2,1032C6001ED664A0CD343B138BCB6860E2111011C3D5F06540F5BE41147812A5,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
Thawte EV RSA CA G2,DigiCert Inc,US,,2020-07-02 => 2030-07-02,RSA 2048 / sha256WithRSAEncryption,07c2c6d32c6f0e0aabac0dd0f9fcd5b3,B0E6383FBDBFCE5E5F9D7934FAD0FC3C5E030F13,3286691412F30ECE5C065FD62F4392A4762D1E77815338359DF390299FBD61EF,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
VMware Issuing SM,"VMware, Inc.",US,,2020-07-02 => 2030-07-02,RSA 4096 / sha256WithRSAEncryption,01fd298f3d332475af283ef348681d73,51C29F2DF716F00A27443EB64F424065B26FAE99,2996B56FE08307B04F8963B83F4AFAC25F47C34B33C25DB399F3A850D158C9F1,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
National University of Singapore CA - G3,National University of Singapore,SG,,2020-07-16 => 2030-07-16,RSA 2048 / sha256WithRSAEncryption,06f369b2e32102d830dc32333eed35d3,CF20C46E3CB3D20E85997AF2D30450C9C2619946,7C29A15B74F9171BE581630394B83791120EABCBA8B9387538BDF50F9D96EAFE,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Saudi Basic Industries Corporation Issuing CA,Saudi Basic Industries Corporation (SABIC),SA,,2020-07-16 => 2030-07-16,RSA 2048 / sha256WithRSAEncryption,08395e8eae2e7d9c9b36e233f95851a4,297DF3C275930C285DA51A6DF372E90D0F46516D,3AB4DE79829AF704A1DD79B13892BBAE44B2770F88AE833450F5B1D33802F0C4,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Cloud Services CA-1,DigiCert Inc,US,,2015-08-04 => 2030-08-04,RSA 2048 / sha256WithRSAEncryption,019ec1c6bd3f597bb20c3338e551d877,81B68D6CD2F221F8F534E677523BB236BBA1DC56,2F6889961A7CA7067E8BA103C2CF9B9A924F8CA293F11178E23A1978D2F133D3,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
Amazon RSA 2048 M01,Amazon,US,,2022-08-23 => 2030-08-23,RSA 2048 / sha256WithRSAEncryption,077312380b9d6688a33b1ed9bf9ccda68e0e0f,2AD974A775F73CBDBBD8F5AC3A49255FA8FB1F8C,5338EBEC8FB2AC60996126D3E76AA34FD0F3318AC78EBB7AC8F6F1361F484B33,Amazon Root CA 1,Amazon,US,
Amazon RSA 2048 M02,Amazon,US,,2022-08-23 => 2030-08-23,RSA 2048 / sha256WithRSAEncryption,0773124a4bcbd44ec7b53beaf194842d3a0fa1,414A2060B738C635CC7FC243E052615592830C53,B0F330A31A0C50987E1C3A7BB02C2DDA682991D3165B517BD44FBA4A6020BD94,Amazon Root CA 1,Amazon,US,
Amazon RSA 2048 M03,Amazon,US,,2022-08-23 => 2030-08-23,RSA 2048 / sha256WithRSAEncryption,0773124cd406d267c0991cdd299a9f38317985,D9FE0A65FA00CABF61F5120D373A8135E1461F15,BF8A69027BCC8D2D42A6E6D25BDD4873F6A34B8F90EDF07E86C5D6916DA0B933,Amazon Root CA 1,Amazon,US,
Amazon RSA 2048 M04,Amazon,US,,2022-08-23 => 2030-08-23,RSA 2048 / sha256WithRSAEncryption,0773124f2a952e3ed18a58bdb85d1bc0ce5f27,E7B8B5A6743CE1B2F17B041DE59558A41472D70C,138BDF6E23AC971EB4E626B279DD6A26F057510F1DE394293A5EEA2860DE019B,Amazon Root CA 1,Amazon,US,
Amazon ECDSA 256 M01,Amazon,US,,2022-08-23 => 2030-08-23,EC 256 / sha256ecdsaWithECEncryption,0773126684d577c0fcf8d3a342bea86f94fc8f,8813529E304AE17676F9D4A6907E69150250F6F8,332B101539FA89CA4E228719FE5287AB6869AF31AB21CBF110F5DD3C5994C1C7,Amazon Root CA 3,Amazon,US,
Amazon ECDSA 256 M02,Amazon,US,,2022-08-23 => 2030-08-23,EC 256 / sha256ecdsaWithECEncryption,0773126de2c2fafd2c47ad88b1566e0182046d,F5D3AE3C230238152DF60D6A693D542AD8815011,F9693255933B68159D168AA9A247DA1DC66E23C0620338EF7149E48F83B1AE79,Amazon Root CA 3,Amazon,US,
Amazon ECDSA 256 M03,Amazon,US,,2022-08-23 => 2030-08-23,EC 256 / sha256ecdsaWithECEncryption,077312703d7951fd4eb2d73cab826afbaa080d,8A13A203BCA27AC75FCF7718B834A194145EE426,493E78EEE8CCA1F26E6494ED924985AF3FA9E6110EAA61C3214E8D73B4047316,Amazon Root CA 3,Amazon,US,
Amazon ECDSA 256 M04,Amazon,US,,2022-08-23 => 2030-08-23,EC 256 / sha256ecdsaWithECEncryption,07731272b752ac8adccb0a3027f7dfec18424a,C3CD58443601721C4A838173FCE8C11774DE1A65,D241192CCE57D438986723972DD6F18B5A3A3456A708E8F273D147223AB6FA5D,Amazon Root CA 3,Amazon,US,
DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,US,,2020-09-23 => 2030-09-22,EC 384 / sha384WithECEncryption,0a275fe704d6eecb23d5cd5b4b1a4e04,51E39A8BDB08878C52D6186588A0FA266A69CF28,D79A2D5E03295C0E9FEAE36D021EBD5209700AB1A9E817A43F30FA3C66F78D21,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
DigiCert SHA2 Secure Server CA,DigiCert Inc,US,,2020-09-23 => 2030-09-22,RSA 2048 / sha256WithRSAEncryption,02742eaa17ca8e21c717bb1ffcfd0ca0,626D44E704D1CEABE3BF0D53397464AC8080142C,C1AD7778796D20BCA65C889A2655021156528BB62FF5FA43E1B8E5A83E3D2EAA,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,US,,2020-09-24 => 2030-09-23,RSA 2048 / sha256WithRSAEncryption,0a3508d55c292b017df8ad65c00ff7e4,6938FD4D98BAB03FAADB97B34396831E3780AEA1,25768713D3B459F9382D2A594F85F34709FD2A8930731542A4146FFB246BEC69,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,US,,2020-09-24 => 2030-09-23,RSA 2048 / sha256WithRSAEncryption,085f94c02d857be8cc14ff53eda23e2a,1D7322B41ED99FDD68511BAB786C8E26E0831B3B,1F8EB9E9A8E066CC5B3833E06B3129764B622639D5B163F600E1C79120BF3EED,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
Bloomberg TLS CA,Bloomberg LP,US,,2020-09-24 => 2030-09-23,RSA 2048 / sha256WithRSAEncryption,0ae853e64a6676bee78c15d1f6f8f8ad,6CAD16628914D4E3A2DF2386276C882513779D32,440B37416F2DE852CA386150D611EC0AF31DD58D8A27F882815A7EA3EE6848EE,DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Trusted G4 TLS RSA SHA384 2020 CA1,DigiCert Inc,US,,2020-09-24 => 2030-09-23,RSA 4096 / sha384WithRSAEncryption,0f052fd64a975ef1fb0e9161fb3b2aaa,9F90F8C8664B09959C2909AC9A78AEA8E26D88E8,4F35C6B9C100905FF25BB01C0A20EBE335BCEEF249CE9FFA1E11E062ED66FCD1,DigiCert Trusted Root G4,DigiCert Inc,US,www.digicert.com
DigiCert Global G3 TLS ECC SHA384 2020 CA1,DigiCert Inc,US,,2020-09-24 => 2030-09-23,EC 384 / sha384ecdsaWithECEncryption,0d360c448491ce24ed0b3540d870a0dd,427BC3298045E99E093EECA667AE955F099CD1CD,338EDB04FB8BEAF07A10749E7F4E538DE0715DAFB6478D58063FB7C8BDB0C30D,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
Fuji Xerox Businessforce CA - G2,Fuji Xerox Businessforce Pty. Limited,AU,,2020-09-25 => 2030-09-24,RSA 2048 / sha256WithRSAEncryption,05b6677a72e218d308257e683200e779,2D62BE6ACEFD1A50B285893733A6795317A31FF6,A12A8446C0E1E5CF4079642B31A0675ECFD1D09FAD2E4884591F380026D9EAEF,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Brown Brothers Harriman Public Issuer CA,Brown Brothers Harriman & Co.,US,,2020-09-25 => 2030-09-24,RSA 2048 / sha256WithRSAEncryption,0b2e61b0438c0a63bd0226e9cdf7f975,A169133A3E3D25E0070BFA13AA934D2EABA2E69D,FB586897D15FF353CFE83F9B214D234310A191E0CC63C0808E40E981754DD5A6,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
eGlobalCustody Public Issuer CA,eGlobalCustody,US,,2020-09-25 => 2030-09-24,RSA 2048 / sha256WithRSAEncryption,020f50babf6a80378db8863be9643f7f,C15C8AFDF4C38B7BAD1D140DEFCCB2E175517351,1E1E62AE4F4721617A2CA0E3F7CA6D843AE7530151B9D8C19B5D07D4BDB33324,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Daiichi Sankyo Europe GmbH Issuing CA,Daiichi Sankyo Europe GmbH,DE,,2020-09-25 => 2030-09-24,RSA 2048 / sha384WithRSAEncryption,050e2e6e45c6c58bb43ea5846fcd81a9,6526E277B656CEE48EB8013066983AA77488325C,A34B4B3BA3B93302804740CFF3F01A9C0FD9CFFEE5A193C997B87C5BE43A9E94,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
CSS Public Issuing CA G2,Common Securitization Solutions LLC,US,,2020-09-25 => 2030-09-24,RSA 2048 / sha256WithRSAEncryption,0ece041491882105a4770dd119a59004,6F1E9BB969DE7424558F42C9FD66587D2D841C3B,D040BEF3C50B536E2E8DA2AD7721A772C76B718FF10165D5AA88674C233E3766,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
GE SMIME Issuing CA 3,General Electric Company,US,,2020-09-25 => 2030-09-24,RSA 2048 / sha256WithRSAEncryption,0e444f45c8333c2ab648d9d2bb920a39,FFD1E0402CAE2F91B528A2D4D3A0395DD7C2701E,BDE2A6CEC1A1C04C2E423C1457949F180ED086E021BBF090556BE3CE6AD1863F,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
OSRAM Continental Secure Email CA - G2,OSRAM Continental GmbH,DE,,2020-09-25 => 2030-09-24,RSA 2048 / sha384WithRSAEncryption,07a8531651a7f778bb0128ca6d5177ad,0F31DDDE4D102AD39660976172ACD3579404C5E1,B5D61B50ACB993A27EF05D4324A04A671CEE7502E62BA5E9122CC2100BFDF6CF,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Fannie Mae Shared Online CA G2,Fannie Mae,US,,2020-09-25 => 2030-09-24,RSA 2048 / sha256WithRSAEncryption,01e9dffaf2b42bfa1fb6fead03e8f72c,C07F809E29D1FEB6809686C565B555D4DCD79C69,28F7CD588FC5B0DF460DD4C678F9DC51077A0E89D38DCCBA09BC1AEEE9D698C1,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Cloud Services CA-1,DigiCert Inc,US,,2020-09-25 => 2030-09-24,RSA 2048 / sha256WithRSAEncryption,0f171a48c6f223809218cd2ed6ddc0e8,B3F6B64A07BB9611F47174407841F564FB991F29,5F88694615E4C61686E106B84C3338C6720C535F60D36F61282ED15E1977DD44,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
Honeywell International Co-branded CA - G2,Honeywell International Inc.,US,,2020-09-25 => 2030-09-24,RSA 2048 / sha256WithRSAEncryption,0397b5818db50a1761460de419f8498f,3167D2F1386D483E41CE7A9FA7BE2750DD956DBB,B78DFC942032C042CD45490E3B32433CA167067B330B52CB1453EA3AD5819080,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Secure Auth CA2,DigiCert Inc,US,,2020-10-09 => 2030-10-08,RSA 2048 / sha256WithRSAEncryption,07151b55890120f571ade595bed2cfc5,740F7900199B21B9841303B022AE9389640992E3,4759D6F4ED6DF0E08FC4CA801986E2BE10594DBAF341B4C45ABAFA3748887D25,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
City of New York Office of the Actuary - G3,City of New York,US,,2020-10-21 => 2030-10-20,RSA 2048 / sha256WithRSAEncryption,09a1ad4805fed294f5de4ef587d4c83b,D5CF6FB7CF9FA2ED419D31E818F108D07FBAB9A8,2431090A8009CA6F9F44DCC9E5FBD3C2F4A3152185BDA08ED313B861D895F7B4,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Honeywell International Co-branded QA CA - G2,Honeywell International Inc.,US,,2020-10-21 => 2030-10-20,RSA 2048 / sha256WithRSAEncryption,09839881dd87169832b313d799a39326,A4D27C5E351A4E6B8AF4F84CF54F0D442EC7DD38,55F064E2983EEB9AAA54229F8E35023ED10AC6BA19188B05C247BC0E79F85ACB,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
Attorney Generals Department Public CA - G2,Attorney Generals Department,AU,,2020-10-28 => 2030-10-27,RSA 2048 / sha256WithRSAEncryption,0c003bd6f53a74896479d731dc63cb7f,DA14B5C98948986F8DCAA22B5C7F47F91078DE86,F4DC92DB2CD8B9158D011335A95BB61BD340ACE2E5BDC8816373ABCB2D31D288,DigiCert Assured ID Root G2,DigiCert Inc,US,www.digicert.com
DigiCert Extended Validation CA G3,DigiCert Inc,US,www.digicert.com,2015-11-11 => 2030-11-11,EC 384 / sha384ecdsaWithECEncryption,04a290e3cdee4dc6e042e92bad3a7476,54F84CF4B56C1A7944E60BDEBB6D4559E14C773C,7C0912E5DE8478BB86E8EA46BA5AE65DC3870BCEFCBC2F46795EEECF648CFBE7,DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com
DigiCert Assured ID SMIME RSA SHA256 2020 CA1,"DigiCert, Inc.",US,,2020-12-08 => 2030-12-07,RSA 2048 / sha256WithRSAEncryption,0719c370ed8dc2633057b1bd28fb2019,DC3FF12AEB5302CE2089355DACF3657F4FC0C746,5944AA2A86792A7BF5B748B79144DB7FD91FEEA5A3F3E2129C6B3145A3125B10,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
DigiCert High Assurance TLS RSA SHA256 2020 CA1,"DigiCert, Inc.",US,,2020-12-17 => 2030-12-16,RSA 2048 / sha256WithRSAEncryption,09771849c31980545cfeea9d936b0901,8F3A15956ED52D27304D127DA1F8969F0C69375F,9BFED3D9DC95236BCFFCB35D4B120DB0E3867F62B1FD015A928DA0B303966683,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
DigiCert High Assurance TLS Hybrid ECC SHA256 2020 CA1,"DigiCert, Inc.",US,,2020-12-17 => 2030-12-16,EC 256 / sha256WithECEncryption,0667035bbb14fd63afc0d6a8534efe16,30C179C07909E2C4CFD52532214EC886E202706A,74EAB573DA7DB195097BE0E90F334934C7A4C89E8083759DB4333A00EDD243D9,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
DigiCert QuoVadis TLS ICA QV Root CA 3,"DigiCert, Inc",US,,2021-01-06 => 2031-01-04,RSA 2048 / sha256WithRSAEncryption,48108969d267cb0e3e42b5e047ee5680a79114db,9EF99445B3254AC22C0B33804702DD5B0327F4BA,D8CC89C6AA6B7452881907927C81E66DA01A7598CF7674E4E2E133F16546D5F0,QuoVadis Root CA 3,QuoVadis Limited,BM,
DigiCert QuoVadis TLS ICA QV Root CA 3 G3,"DigiCert, Inc",US,,2021-01-06 => 2031-01-04,RSA 2048 / sha256WithRSAEncryption,427dd33a8ff51d8152e813c7dec93ba76312a7d8,B1C31BE941E0E9B236D58644850DBAC56B60D494,728E4BD2B399840E9D437AF975B0198910B4129B7AB708CB5C0B445D3B04D999,QuoVadis Root CA 3 G3,QuoVadis Limited,BM,
DigiCert QuoVadis TLS ICA QuoVadis Root CA 2,"DigiCert, Inc",US,,2021-01-06 => 2031-01-04,RSA 2048 / sha256WithRSAEncryption,0f7c4d81e2e6f9828c7452ad6304cc79486422bb,FAC5470A60D04B90CE947EBBF11B5F3FE9B275AE,673E8FEEB1168277D0153111D20ED38E9DA51F440BE7FD50B218540937741A48,QuoVadis Root CA 2,QuoVadis Limited,BM,
DigiCert QuoVadis TLS ICA QV Root CA 1 G3,"DigiCert, Inc",US,,2021-01-06 => 2031-01-04,RSA 2048 / sha256WithRSAEncryption,2837d5c3c2b57294becf99afe8bbdcd1bb0b20f1,9CDF0078FEF820FEB5B83663FD5B7175B768F68A,C42A4D8C0904BB211906F43B441BBBC9B5A003BA3611879FD34AE576F7C2F764,QuoVadis Root CA 1 G3,QuoVadis Limited,BM,
DigiCert SHA2 Assured ID Timestamping CA,DigiCert Inc,US,www.digicert.com,2016-01-07 => 2031-01-07,RSA 2048 / sha256WithRSAEncryption,0aa125d6d6321b7e41e405da3697c215,3BA63A6E4841355772DEBEF9CDCF4D5AF353A297,CA8D0F4736454AECBEC5DEEC80998C9EBF41D06C728F3C76CCA24151BC62D463,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
DigiCert TLS ICA SYMC PCA3-G4,"DigiCert, Inc.",US,,2021-01-08 => 2031-01-07,EC 384 / sha384ecdsaWithECEncryption,4ab04ffec3bcd69fab92323c55495f4e,44CD7B0A3D38356D6131880F2CB61C870043C28C,B1D1244218C903B64EBF42150C5FD891EB5B663CE6F20DD12E8352DD7D1E6693,Symantec Class 3 Public Primary Certification Authority - G4,Symantec Corporation,US,Symantec Trust Network
DigiCert TLS ICA SYMC PCA3-G6,"DigiCert, Inc.",US,,2021-01-08 => 2031-01-07,RSA 2048 / sha384WithRSAEncryption,1f4ee3542073a772ad2234c099f5f3e2,82732CBB6BA97E81CADCDDED3549C5BFC2A77BE6,FDB351BDA2D821C3DFBB924A12D90D6DC760D5F6200144529E502E467BBF9ECC,Symantec Class 3 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
Symantec SHA256 TimeStamping CA,Symantec Corporation,US,Symantec Trust Network,2016-01-12 => 2031-01-11,RSA 2048 / sha256WithRSAEncryption,7b05b1d449685144f7c989d29c199d12,6FC9EDB5E00AB64151C1CDFCAC74AD2C7B7E3BE4,F3516DDCC8AFC808788BD8B0E840BDA2B5E23C6244252CA3000BB6C87170402A,VeriSign Universal Root Certification Authority,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2008 VeriSign, Inc. - For authorized use only"
DigiCert TLS ICA Universal 2021,"DigiCert, Inc.",US,,2021-01-12 => 2031-01-11,RSA 2048 / sha256WithRSAEncryption,60b966151057b1a517b2687b20f0bcd3,AA3FFD9DA9ED33A78B59A707EAA289D13A4BD27A,23EE12A8DA9D38549C54A32BC1E4A18BAF1570488107D169EBD734DFDA330B0E,VeriSign Universal Root Certification Authority,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2008 VeriSign, Inc. - For authorized use only"
Abbott Laboratories Secure Authentication CA G2,Abbott Laboratories Inc.,US,,2021-01-21 => 2031-01-20,RSA 2048 / sha256WithRSAEncryption,02ea34cf7cb838245a982d478212899d,42FC645AF2C7EFB93220862864F35B8316326DE6,2697ACB96A49BE2BFC5C06C393949F0D8E75106AD6D4C73E2DA172A90831A85A,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
